title,namespace,wiki,url,edit_count,characters_added,new,deleted,pageviews,pageviews_link
María_de_los_Ángeles_Alvariño_González,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:María_de_los_Ángeles_Alvariño_González,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:María_de_los_Ángeles_Alvariño_González
Nils_Bang,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Nils_Bang,1,68,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Nils_Bang
María_Teresa_López_Boegeholz,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:María_Teresa_López_Boegeholz,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:María_Teresa_López_Boegeholz
Susan_Avery,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Susan_Avery,1,68,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Susan_Avery
Claudia_Benitez-Nelson,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Claudia_Benitez-Nelson,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Claudia_Benitez-Nelson
Deborah_Steinberg,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Deborah_Steinberg,1,69,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Deborah_Steinberg
Sven_P._Ekman,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Sven_P._Ekman,1,71,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Sven_P._Ekman
Raymond_Lindeman,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Raymond_Lindeman,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Raymond_Lindeman
Ruth_Patrick,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Ruth_Patrick,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Ruth_Patrick
David_Schindler,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:David_Schindler,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:David_Schindler
Ann_Haven_Morgan,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Ann_Haven_Morgan,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Ann_Haven_Morgan
Matilene_Berryman,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Matilene_Berryman,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Matilene_Berryman
Josefina_Castellví,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Josefina_Castellví,1,68,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Josefina_Castellví
Kelly_Falkner,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Kelly_Falkner,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Kelly_Falkner
Marie_Poland_Fish,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Marie_Poland_Fish,1,71,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Marie_Poland_Fish
Wetland_methane_emissions,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Wetland_methane_emissions,1,2020,false,false,604,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Wetland_methane_emissions
Water_stagnation,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Water_stagnation,1,285,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Water_stagnation
Stream_restoration,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Stream_restoration,1,1186,false,false,910,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Stream_restoration
Carolina_bay,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carolina_bay,1,1073,false,false,1558,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Carolina_bay
Wetland_methane_emissions,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Wetland_methane_emissions,1,2,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Wetland_methane_emissions
Stream_restoration,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Stream_restoration,1,2,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Stream_restoration
River_ecosystem,0,en.wikipedia.org,https://en.wikipedia.org/wiki/River_ecosystem,18,15777,false,false,6579,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=River_ecosystem
Benthic_zone,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Benthic_zone,5,548,false,false,13959,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Benthic_zone
Limnology,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Limnology,1,478,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Limnology
Stream,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Stream,7,1396,false,false,20789,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Stream
Ernielarson,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:Ernielarson,1,189,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:Ernielarson
Lignin,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Lignin,1,3179,false,false,23339,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Lignin
Particulate_organic_matter,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Particulate_organic_matter,1,636,false,false,741,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Particulate_organic_matter
EditorWB,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:EditorWB,2,96,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:EditorWB
Freshwater_ecosystem,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Freshwater_ecosystem,3,4594,false,false,8623,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Freshwater_ecosystem
Phytoplankton,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Phytoplankton,1,1354,false,false,23131,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Phytoplankton
Acantharea,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Acantharea,3,7431,false,false,708,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Acantharea
Ecological_stoichiometry,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Ecological_stoichiometry,2,160,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Ecological_stoichiometry
Jimjunker,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:Jimjunker,2,47,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:Jimjunker
River_Continuum_Concept,0,en.wikipedia.org,https://en.wikipedia.org/wiki/River_Continuum_Concept,2,76,false,false,1711,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=River_Continuum_Concept
River_Continuum_Concept,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:River_Continuum_Concept,1,77,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:River_Continuum_Concept
Ecological_stoichiometry,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ecological_stoichiometry,2,756,false,false,506,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Ecological_stoichiometry
Ecological_forecasting,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ecological_forecasting,1,1658,false,false,363,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Ecological_forecasting
Metacommunity,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Metacommunity,3,1788,false,false,611,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Metacommunity
Flood_pulse_concept,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Flood_pulse_concept,1,434,false,false,480,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Flood_pulse_concept
Marine_ecosystem,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Marine_ecosystem,5,5383,false,false,11183,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Marine_ecosystem
Species_sorting,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Species_sorting,1,755,false,false,201,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Species_sorting
Species_sorting,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Species_sorting,1,71,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Species_sorting
Zooplankton,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Zooplankton,1,1,false,false,13951,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Zooplankton
Resurrection_ecology,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Resurrection_ecology,2,3133,false,false,70,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Resurrection_ecology
Acoustic_tag,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Acoustic_tag,1,603,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Acoustic_tag
Acoustic_tag,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Acoustic_tag,1,0,false,false,387,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Acoustic_tag
Allicramer,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:Allicramer,1,50,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:Allicramer
FreshcoastCDOM,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:FreshcoastCDOM,3,604,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:FreshcoastCDOM
Colored_dissolved_organic_matter,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Colored_dissolved_organic_matter,1,72,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Colored_dissolved_organic_matter
Cyanobacteria,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Cyanobacteria,1,69,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Cyanobacteria
Colored_dissolved_organic_matter,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Colored_dissolved_organic_matter,1,2063,false,false,969,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Colored_dissolved_organic_matter
Bsansom,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:Bsansom,2,200,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:Bsansom
Unionoida,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Unionoida,2,70,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Unionoida
Unionidae,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Unionidae,1,70,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Unionidae
EcoStressJess,3,en.wikipedia.org,https://en.wikipedia.org/wiki/User_talk:EcoStressJess,1,47,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User_talk:EcoStressJess
EcoStressJess,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:EcoStressJess,2,244,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:EcoStressJess
Aquatic-terrestrial_subsidies,1,en.wikipedia.org,https://en.wikipedia.org/wiki/Talk:Aquatic-terrestrial_subsidies,1,71,false,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Talk:Aquatic-terrestrial_subsidies
Aquatic-terrestrial_subsidies,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Aquatic-terrestrial_subsidies,9,1722,false,false,136,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=Aquatic-terrestrial_subsidies
Mals07,2,en.wikipedia.org,https://en.wikipedia.org/wiki/User:Mals07,1,301,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User:Mals07
Mals07,3,en.wikipedia.org,https://en.wikipedia.org/wiki/User_talk:Mals07,1,47,true,false,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-11-26&end=2099-01-01&project=en.wikipedia.org&pages=User_talk:Mals07
